msme_id,segment,elec_on_time_ratio,recharge_on_time_ratio,invoice_paid_on_time_ratio,supplier_on_time_ratio,business_days_open_ratio,monthly_upi_in_count,monthly_upi_in_amt,years_in_business,delivery_cancellations,avg_balance,min_balance_freq,monthly_revenue_variance,defaulted_12m
msme_001495,mechanic,0.818,0.7585,0.5549,0.7706,0.9422,25,54103.13,4.55,0,22426.51,0.1406,0.3354,0
msme_001496,tailor,0.8136,0.8739,0.5686,0.3548,0.6722,25,37609.95,3.09,1,11440.83,0.2535,0.0856,0
msme_001497,tailor,0.6449,0.5218,0.5703,0.5096,0.8721,28,38897.28,3.69,1,13453.91,0.0266,0.1414,0
msme_001498,restaurant,0.7934,0.4889,0.533,0.591,0.9834,28,62167.54,12.15,0,36175.36,0.2439,0.0378,0
msme_001499,tailor,0.9711,0.8957,0.2328,0.7439,0.731,35,66052.73,3.8,1,0.0,0.1646,0.0513,0
msme_001500,restaurant,0.7694,0.7831,0.4918,0.731,0.9944,25,88949.16,10.62,2,1474.98,0.4787,0.3139,0
msme_001501,tailor,0.8575,0.5676,0.4238,0.7235,0.9605,29,1000.0,5.57,1,28508.83,0.1145,0.0912,0
msme_001502,mechanic,0.7661,0.8681,0.5408,0.8948,0.7634,30,54484.5,2.67,1,27067.69,0.1811,0.1705,0
msme_001503,pharmacy,0.9074,0.9353,0.5918,0.8928,0.9776,22,56439.06,0.72,2,7085.4,0.1817,0.1279,0
msme_001504,restaurant,0.9604,0.932,0.6545,0.6507,0.8225,37,41387.51,0.35,1,28872.38,0.3761,0.2116,0
msme_001505,kirana,0.6954,0.7418,0.7076,0.5946,0.8556,29,44755.59,4.63,1,21175.64,0.2191,0.2247,0
msme_001506,restaurant,0.9217,0.8579,0.4385,0.7833,0.9582,36,33804.07,4.89,2,51944.25,0.0593,0.4772,0
msme_001507,mechanic,0.8252,0.6894,0.7268,0.806,0.899,25,62934.36,1.06,0,28445.12,0.3767,0.1351,0
msme_001508,pharmacy,0.8911,0.5744,0.6932,0.8342,0.9076,27,67508.89,9.14,2,21620.18,0.1601,0.1148,0
msme_001509,kirana,0.6285,0.7277,0.4488,0.6764,0.9642,27,83144.0,0.28,0,1296.36,0.1595,0.2746,0
msme_001510,restaurant,0.9487,0.7198,0.6087,0.7944,0.8238,25,46767.65,4.91,0,0.0,0.0497,0.2177,0
msme_001511,pharmacy,0.871,0.7355,0.7412,0.7741,0.7381,27,63107.14,1.22,0,19873.35,0.0852,0.1215,0
msme_001512,restaurant,0.9942,0.7205,0.3626,0.7168,0.8542,18,91858.32,0.91,2,14144.75,0.3484,0.3068,0
msme_001513,kirana,0.7868,0.7461,0.5206,0.4842,0.9469,40,51883.15,2.12,1,0.0,0.4874,0.3234,0
msme_001514,pharmacy,0.9114,0.621,0.6096,0.6858,0.9203,24,68023.23,7.39,0,23789.61,0.0956,0.3275,0
msme_001515,pharmacy,0.7613,0.8612,0.76,0.7267,0.9905,35,81878.35,2.63,2,20229.85,0.2493,0.2367,0
msme_001516,pharmacy,0.6891,0.5373,0.6263,0.7109,0.9544,27,43548.26,23.08,0,35933.81,0.1723,0.2803,0
msme_001517,mechanic,0.7902,0.8403,0.8289,0.7812,0.9431,28,21455.94,13.08,0,36070.04,0.2922,0.4234,0
msme_001518,salon,0.7827,0.4942,0.6202,0.8913,0.8687,38,12900.15,2.31,2,3877.41,0.0973,0.0822,0
msme_001519,pharmacy,0.8877,0.6341,0.5468,0.8337,0.8778,27,72074.78,3.6,1,36786.1,0.0481,0.318,0
msme_001520,restaurant,0.9173,0.5078,0.775,0.8412,0.8231,38,73442.61,0.1,0,45079.53,0.1226,0.0619,0
msme_001521,kirana,0.8652,0.782,0.7595,0.924,0.9952,22,33103.83,1.52,1,25166.6,0.1338,0.3168,0
msme_001522,pharmacy,0.88,0.4145,0.7949,0.7888,0.7912,32,13692.12,1.39,3,34808.98,0.1209,0.1113,0
msme_001523,tailor,0.7987,0.564,0.3657,0.6847,0.9963,35,37961.35,0.83,0,25746.52,0.2429,0.3206,0
msme_001524,kirana,0.847,0.466,0.6323,0.8202,0.9033,33,31891.68,17.09,0,61473.55,0.3354,0.1886,0
msme_001525,pharmacy,0.7897,0.4819,0.7848,0.7116,0.6288,33,31171.02,17.06,1,37692.52,0.2551,0.2221,0
msme_001526,restaurant,0.9252,0.4699,0.8695,0.8476,0.9305,21,25835.04,5.81,1,1523.53,0.2095,0.3016,0
msme_001527,restaurant,0.8065,0.7809,0.7196,0.8036,0.9345,27,22721.77,37.57,0,7867.01,0.1452,0.1017,0
msme_001528,mechanic,0.9412,0.7015,0.3673,0.5718,0.9418,30,43172.19,19.18,0,26897.19,0.2825,0.2438,0
msme_001529,mechanic,0.7311,0.7848,0.481,0.7635,0.9783,34,43069.25,0.75,2,50776.48,0.3004,0.1378,0
msme_001530,mechanic,0.8743,0.6266,0.6647,0.7335,0.9223,25,53677.51,3.25,1,11262.44,0.2096,0.3774,0
msme_001531,restaurant,0.8218,0.825,0.5271,0.6155,0.9345,28,63683.22,3.29,1,33364.94,0.3044,0.1144,0
msme_001532,pharmacy,0.8191,0.49,0.555,0.6768,0.9957,27,70805.79,2.53,1,28422.88,0.0863,0.2399,0
msme_001533,restaurant,0.7894,0.6818,0.7183,0.6551,0.9648,27,46274.43,2.58,1,32940.58,0.1591,0.5052,0
msme_001534,tailor,0.9283,0.7933,0.8273,0.7743,0.9538,31,1000.0,8.71,1,13617.83,0.1451,0.1941,0
msme_001535,kirana,0.697,0.3508,0.5998,0.65,0.9794,24,22599.43,2.02,3,25384.03,0.0881,0.6599,0
msme_001536,kirana,0.8176,0.8352,0.8041,0.6525,0.9383,24,83567.82,5.89,1,14378.62,0.3356,0.36,0
msme_001537,kirana,0.8696,0.7892,0.4896,0.8122,0.9963,35,100719.48,1.84,1,30151.73,0.1581,0.3317,0
msme_001538,tailor,0.8736,0.6774,0.6051,0.8056,0.7681,33,75735.38,7.13,2,2877.49,0.19,0.2252,0
msme_001539,pharmacy,0.7414,0.8104,0.5128,0.7579,0.959,24,64317.87,9.22,2,18315.38,0.0657,0.3955,0
msme_001540,restaurant,0.9529,0.5144,0.5297,0.8833,0.6918,46,1000.0,2.54,2,19095.36,0.2129,0.3719,0
msme_001541,kirana,0.69,0.4746,0.873,0.885,0.9649,30,45594.35,6.59,0,9868.72,0.2023,0.2087,0
msme_001542,pharmacy,0.7372,0.8323,0.6317,0.4746,0.9713,32,36726.11,3.35,0,8437.76,0.2636,0.5039,0
msme_001543,pharmacy,0.6314,0.2303,0.5385,0.8044,0.9873,23,72591.46,14.54,1,42554.8,0.0604,0.2876,0
msme_001544,pharmacy,0.5943,0.7035,0.6742,0.9083,0.9998,26,73226.79,4.36,1,23513.76,0.0785,0.2274,0
msme_001545,kirana,0.8706,0.7093,0.7621,0.7499,0.9716,26,30647.74,3.29,1,14195.1,0.1838,0.1162,0
msme_001546,mechanic,0.7702,0.7969,0.5625,0.7611,0.8716,41,23788.25,2.18,1,28450.09,0.2362,0.1804,0
msme_001547,tailor,0.915,0.688,0.8567,0.6814,0.5951,36,50083.79,0.56,1,0.0,0.2274,0.0549,0
msme_001548,tailor,0.7135,0.7267,0.5157,0.4622,0.7743,20,44784.82,6.2,0,36309.6,0.2447,0.454,0
msme_001549,restaurant,0.8748,0.4536,0.6797,0.6423,0.9581,35,71172.49,1.75,0,21795.88,0.0582,0.5827,0
msme_001550,salon,0.9271,0.8134,0.4158,0.4168,0.9214,27,41540.83,7.55,1,8228.16,0.0327,0.2192,0
msme_001551,salon,0.7047,0.604,0.3633,0.729,0.9005,26,22206.48,0.88,0,15480.65,0.4131,0.0823,0
msme_001552,pharmacy,0.8316,0.7142,0.7928,0.5621,0.7422,26,79739.77,0.88,1,4272.47,0.0477,0.1849,0
msme_001553,tailor,0.7031,0.75,0.5399,0.8666,0.9391,29,50834.33,8.98,3,0.0,0.1311,0.364,0
msme_001554,tailor,0.7738,0.7499,0.6599,0.8105,0.9946,29,19419.77,15.18,1,20455.92,0.3362,0.2119,0
msme_001555,salon,0.8749,0.8863,0.6075,0.9494,0.7072,36,71553.79,10.33,0,13104.88,0.3218,0.3769,0
msme_001556,tailor,0.8872,0.7692,0.7506,0.5498,0.9498,34,49787.22,3.71,1,13919.98,0.254,0.0293,0
msme_001557,kirana,0.7744,0.7369,0.8174,0.634,0.9488,25,28600.51,6.25,0,11895.85,0.028,0.4259,0
msme_001558,kirana,0.7921,0.8239,0.6799,0.896,0.9467,33,4057.32,0.33,0,26275.92,0.2762,0.4672,0
msme_001559,pharmacy,0.6794,0.6565,0.6862,0.8102,0.8918,32,7982.77,2.85,1,8892.97,0.2975,0.1304,0
msme_001560,pharmacy,0.7171,0.4485,0.4431,0.8326,0.726,28,48355.2,4.3,1,46268.51,0.1815,0.4144,0
msme_001561,tailor,0.7701,0.5352,0.6316,0.863,0.9785,29,62294.31,1.93,0,0.0,0.2877,0.4785,0
msme_001562,restaurant,0.6395,0.5856,0.64,0.8332,0.9811,31,43133.66,5.01,2,15612.41,0.0659,0.1087,0
msme_001563,salon,0.71,0.8021,0.7081,0.7372,0.9246,29,3988.11,12.65,0,5409.31,0.3855,0.6098,0
msme_001564,restaurant,0.72,0.7794,0.6616,0.6669,0.9136,38,73610.39,5.25,3,15733.34,0.1559,0.3068,0
msme_001565,restaurant,0.8014,0.7709,0.5596,0.8056,0.9453,25,22082.45,3.21,0,28138.57,0.146,0.2999,0
msme_001566,restaurant,0.8072,0.592,0.8525,0.7968,0.9179,31,49710.47,7.25,1,7547.38,0.1975,0.213,0
msme_001567,tailor,0.5153,0.5809,0.5338,0.6038,0.9214,36,17895.56,3.18,1,28924.75,0.0829,0.4717,0
msme_001568,salon,0.9163,0.9332,0.5386,0.5122,0.9878,24,129268.46,6.42,0,43141.37,0.2546,0.5521,0
msme_001569,pharmacy,0.8052,0.8478,0.2869,0.7603,0.9349,39,24431.87,3.25,1,29460.03,0.2023,0.3662,0
msme_001570,kirana,0.6168,0.6245,0.7086,0.6272,0.9443,27,17352.29,6.51,2,30339.63,0.2958,0.0771,0
msme_001571,tailor,0.8669,0.9154,0.514,0.9237,0.9841,24,17473.07,3.02,1,0.0,0.2302,0.3134,0
msme_001572,kirana,0.8035,0.6894,0.696,0.6761,0.6157,24,46392.82,2.05,3,37997.7,0.1056,0.3952,0
msme_001573,restaurant,0.8618,0.735,0.3922,0.5502,0.7374,28,69183.48,1.63,2,13226.16,0.301,0.2337,0
msme_001574,salon,0.8406,0.6832,0.6038,0.5987,0.9516,36,55051.53,0.1,0,33688.38,0.2585,0.1011,0
msme_001575,kirana,0.7773,0.8692,0.5501,0.6338,0.971,27,23801.07,1.84,0,0.0,0.1644,0.1913,0
msme_001576,mechanic,0.8805,0.8492,0.7477,0.8657,0.8206,24,49613.98,0.93,1,22190.65,0.1234,0.3649,0
msme_001577,salon,0.7939,0.6287,0.555,0.5419,0.9124,33,13826.36,5.47,0,22759.31,0.2919,0.3735,0
msme_001578,salon,0.8113,0.8768,0.5348,0.8847,0.9858,28,31893.03,11.76,2,0.0,0.0457,0.0829,0
msme_001579,pharmacy,0.7697,0.7362,0.6822,0.7318,0.783,29,22265.73,29.76,4,28582.43,0.1977,0.3076,0
msme_001580,kirana,0.582,0.9054,0.717,0.6648,0.9394,34,23991.7,12.76,2,18673.24,0.2828,0.2141,0
msme_001581,kirana,0.7331,0.8104,0.5787,0.7465,0.9062,33,107601.76,3.62,2,32783.03,0.1168,0.1592,0
msme_001582,tailor,0.6471,0.8579,0.218,0.5141,0.9392,26,30552.68,3.94,3,18284.39,0.0382,0.2903,0
msme_001583,kirana,0.981,0.5651,0.9439,0.7203,0.9575,37,63690.53,1.18,1,34027.82,0.2781,0.5315,0
msme_001584,pharmacy,0.9517,0.6126,0.3485,0.5561,0.9618,40,23228.62,17.17,1,31070.81,0.4409,0.095,0
msme_001585,restaurant,0.5401,0.396,0.6014,0.5686,0.8666,30,39949.23,4.22,0,6296.06,0.2471,0.0765,0
msme_001586,pharmacy,0.779,0.6145,0.8103,0.6866,0.8532,28,90352.36,1.14,1,30596.66,0.3077,0.3936,0
msme_001587,pharmacy,0.8411,0.5511,0.8238,0.7005,0.9412,27,50692.87,0.26,1,16779.38,0.0326,0.1361,0
msme_001588,salon,0.916,0.5486,0.5138,0.5907,0.9925,31,51756.88,2.93,2,22785.54,0.0404,0.0561,0
msme_001589,tailor,0.8405,0.6139,0.3174,0.7811,0.9609,37,72426.12,0.89,2,12693.52,0.295,0.2558,0
msme_001590,mechanic,0.9059,0.7256,0.5897,0.7683,0.9854,33,58213.87,1.46,1,54608.58,0.1663,0.4942,0
msme_001591,tailor,0.6669,0.7955,0.5859,0.6697,0.9767,33,36555.78,1.7,0,24424.63,0.4342,0.0913,0
msme_001592,tailor,0.959,0.8591,0.7099,0.7133,0.9941,35,116661.69,13.37,1,18800.45,0.066,0.3987,0
msme_001593,pharmacy,0.8854,0.8681,0.7555,0.7999,0.7456,28,33914.92,1.96,0,5226.01,0.2693,0.3425,0
msme_001594,restaurant,0.7796,0.8154,0.6758,0.7313,0.9891,43,30131.8,2.61,4,5929.81,0.2171,0.1949,0
msme_001595,kirana,0.8422,0.6478,0.6974,0.827,0.9856,39,58758.69,0.29,0,29817.54,0.5678,0.313,0
msme_001596,pharmacy,0.8435,0.6539,0.5995,0.8792,0.8656,26,7354.39,1.36,1,20164.37,0.3658,0.3606,0
msme_001597,tailor,0.8844,0.7543,0.4443,0.8358,0.9722,30,39875.12,7.36,0,13649.06,0.0446,0.7113,0
msme_001598,kirana,0.9419,0.5662,0.464,0.7179,0.9588,23,108231.88,2.0,3,18289.0,0.0919,0.1021,0
msme_001599,kirana,0.922,0.6652,0.5203,0.7205,0.7606,33,23924.21,6.09,1,6619.78,0.1231,0.6528,0
msme_001600,salon,0.7224,0.7144,0.491,0.9794,0.9354,23,31985.08,1.98,0,32775.42,0.3258,0.5032,0
msme_001601,restaurant,0.7959,0.7932,0.4843,0.8974,0.9568,25,59994.12,6.95,2,47305.72,0.179,0.4265,0
msme_001602,restaurant,0.804,0.6763,0.4486,0.646,0.9962,32,63613.47,0.59,0,18923.75,0.1622,0.22,0
msme_001603,kirana,0.574,0.4753,0.8377,0.8107,0.9734,28,49009.18,0.1,0,2432.14,0.3356,0.16,0
msme_001604,restaurant,0.6646,0.8806,0.6648,0.6873,0.7218,32,51385.79,2.9,1,32891.63,0.2372,0.1225,0
msme_001605,pharmacy,0.7952,0.5512,0.3727,0.5878,0.8593,28,78876.54,1.82,3,38741.9,0.1524,0.0203,0
msme_001606,salon,0.8214,0.72,0.4276,0.576,0.9444,22,76209.98,6.18,2,17574.82,0.0702,0.3302,0
msme_001607,restaurant,0.7372,0.6803,0.5616,0.2395,0.9123,32,94212.16,1.14,0,7774.86,0.0834,0.0986,0
msme_001608,mechanic,0.9449,0.8181,0.4655,0.8518,0.7844,35,50934.71,6.78,0,31132.59,0.2107,0.3066,0
msme_001609,mechanic,0.8798,0.8377,0.7313,0.8851,0.8223,34,64434.61,3.87,0,41500.84,0.4035,0.6757,0
msme_001610,kirana,0.6558,0.6099,0.6161,0.8801,0.9881,36,47644.26,11.03,0,42563.54,0.2246,0.0639,0
msme_001611,kirana,0.7867,0.8483,0.6337,0.7717,0.9454,30,49641.28,0.81,3,5683.57,0.4391,0.2275,0
msme_001612,pharmacy,0.9515,0.7878,0.7091,0.3855,0.7522,29,9174.3,1.16,2,8067.83,0.3144,0.3174,0
msme_001613,kirana,0.8174,0.3295,0.6582,0.8147,0.9423,28,45426.5,1.5,0,41496.62,0.1075,0.2708,0
msme_001614,salon,0.9105,0.7223,0.5213,0.4863,0.8959,22,33399.18,0.22,1,43704.71,0.2039,0.1899,0
msme_001615,pharmacy,0.735,0.7402,0.7164,0.8084,0.6657,30,80750.49,1.64,0,43426.58,0.1803,0.2429,0
msme_001616,mechanic,0.5979,0.5788,0.5388,0.5468,0.8708,36,68983.21,1.03,0,27413.7,0.0798,0.1326,0
msme_001617,salon,0.7945,0.7382,0.5456,0.7723,0.9656,26,65012.82,1.24,2,19859.15,0.3685,0.6245,0
msme_001618,tailor,0.8437,0.7891,0.5164,0.7112,0.82,29,16133.96,2.14,0,43229.36,0.1393,0.1335,0
msme_001619,kirana,0.7946,0.7841,0.6528,0.6709,0.961,25,19914.58,9.87,0,27937.47,0.2475,0.2375,0
msme_001620,restaurant,0.7076,0.4263,0.5987,0.573,0.7619,26,44525.73,3.25,1,15652.67,0.1335,0.4784,0
msme_001621,tailor,0.6907,0.7742,0.7717,0.7035,0.9814,28,91703.47,10.95,0,11645.9,0.1314,0.3338,0
msme_001622,kirana,0.6415,0.6516,0.7936,0.7557,0.8039,30,67335.67,5.35,1,42753.04,0.559,0.1933,0
msme_001623,kirana,0.6656,0.8578,0.4879,0.9273,0.9258,31,24669.46,0.19,0,17089.86,0.4219,0.1076,0
msme_001624,pharmacy,0.8534,0.8793,0.6791,0.7593,0.9691,31,28360.32,7.88,1,0.0,0.3918,0.0592,0
msme_001625,tailor,0.983,0.8921,0.6072,0.8495,0.9852,20,98750.75,0.89,2,37064.56,0.0836,0.2195,0
msme_001626,kirana,0.8245,0.6068,0.6078,0.6506,0.9617,34,46912.64,1.8,1,22426.78,0.3679,0.3646,0
msme_001627,restaurant,0.5873,0.6608,0.4009,0.6612,0.959,29,32643.68,0.19,0,20350.33,0.1022,0.196,0
msme_001628,pharmacy,0.9253,0.5855,0.2226,0.6808,0.9401,25,70408.31,6.38,1,20158.44,0.1975,0.4317,0
msme_001629,tailor,0.8847,0.8919,0.8053,0.6371,0.8694,37,58119.14,6.35,2,38053.52,0.1054,0.1156,0
msme_001630,restaurant,0.7509,0.4755,0.3563,0.8094,0.9799,30,47195.35,8.64,1,39038.17,0.0814,0.1127,0
msme_001631,kirana,0.9364,0.8369,0.8256,0.6382,0.9467,33,53008.38,6.98,0,32025.58,0.3372,0.0952,0
msme_001632,kirana,0.781,0.8446,0.5421,0.6052,0.7053,34,54388.7,2.95,0,26083.25,0.2387,0.1267,0
msme_001633,kirana,0.8061,0.6689,0.6938,0.7284,0.8464,24,49100.88,8.44,0,35977.18,0.1059,0.1289,0
msme_001634,salon,0.9056,0.7934,0.737,0.9774,0.9635,25,49874.69,0.1,3,14750.65,0.1106,0.1994,0
msme_001635,pharmacy,0.4357,0.5712,0.5821,0.7129,0.8442,38,24466.75,0.26,0,19688.63,0.0244,0.3324,0
msme_001636,pharmacy,0.9345,0.816,0.5477,0.6595,0.953,30,3535.57,0.79,0,3201.4,0.2776,0.6161,0
msme_001637,mechanic,0.639,0.5747,0.5907,0.782,0.8609,35,55499.56,1.27,0,21035.22,0.3263,0.3783,0
msme_001638,salon,0.8794,0.6761,0.7969,0.8948,0.8823,26,40560.36,6.22,1,19244.68,0.1863,0.134,0
msme_001639,mechanic,0.9878,0.8814,0.8983,0.5939,0.8572,23,56812.74,3.68,2,14355.68,0.1274,0.291,0
msme_001640,salon,0.5335,0.8526,0.731,0.7108,0.7847,31,90833.73,7.68,2,11351.62,0.274,0.2262,0
msme_001641,restaurant,0.8908,0.7264,0.5294,0.4918,0.7955,46,64719.67,4.37,3,20022.37,0.0145,0.1772,0
msme_001642,pharmacy,0.7767,0.7005,0.5118,0.6246,0.7218,30,1000.0,0.15,2,31174.41,0.1506,0.2007,0
msme_001643,pharmacy,0.7103,0.6312,0.7066,0.78,0.9564,26,31603.24,3.85,1,3554.95,0.3415,0.2479,0
msme_001644,tailor,0.7629,0.4682,0.6583,0.7826,0.9267,33,45144.15,0.81,0,0.0,0.1279,0.3204,0
msme_001645,salon,0.7008,0.6916,0.4902,0.6729,0.7283,35,69749.1,4.19,2,19638.36,0.182,0.0727,0
msme_001646,tailor,0.5204,0.7263,0.566,0.6513,0.9833,43,45341.07,3.65,1,32015.26,0.1369,0.1622,0
msme_001647,pharmacy,0.9305,0.5147,0.6316,0.7396,0.866,35,60269.75,0.97,1,33627.06,0.0779,0.0347,0
msme_001648,salon,0.9331,0.4032,0.6336,0.7764,0.9986,35,29490.07,1.51,0,40380.5,0.2126,0.3203,0
msme_001649,restaurant,0.5779,0.7444,0.6921,0.7768,0.911,34,70884.04,3.95,1,38887.37,0.222,0.4418,0
msme_001650,mechanic,0.7908,0.6107,0.7426,0.4342,0.8477,29,45416.63,1.2,2,0.0,0.0392,0.3558,1
msme_001651,restaurant,0.9213,0.6643,0.5736,0.7872,0.9953,27,99087.5,0.35,1,21885.71,0.1462,0.5069,0
msme_001652,restaurant,0.7867,0.6703,0.5135,0.7781,0.9099,39,53199.23,5.46,2,20285.2,0.2536,0.207,0
msme_001653,kirana,0.8514,0.7208,0.5853,0.8257,0.9796,27,74477.93,0.1,0,12169.52,0.0861,0.1262,0
msme_001654,tailor,0.7855,0.4962,0.8063,0.8362,0.9917,41,32314.79,6.05,1,15977.96,0.2866,0.0343,0
msme_001655,kirana,0.5957,0.6593,0.7013,0.8524,0.9615,31,54487.93,3.6,1,13232.68,0.2826,0.3161,0
msme_001656,tailor,0.8844,0.6063,0.7037,0.5326,0.9398,30,49276.29,8.71,2,7432.56,0.3132,0.3099,0
msme_001657,kirana,0.8909,0.889,0.4833,0.6483,0.9884,29,26096.77,4.13,1,27585.08,0.0918,0.1901,0
msme_001658,tailor,0.7153,0.7856,0.6923,0.64,0.9645,30,83251.96,18.08,1,25282.95,0.1693,0.2704,0
msme_001659,salon,0.8888,0.874,0.6042,0.5743,0.8336,18,43164.43,5.08,0,4847.78,0.3614,0.3585,0
msme_001660,mechanic,0.5409,0.6973,0.7381,0.5274,0.9803,20,67505.87,3.3,0,13995.16,0.0823,0.326,0
msme_001661,restaurant,0.8973,0.742,0.6919,0.6219,0.8772,22,51010.36,0.94,0,21929.58,0.0751,0.4627,0
msme_001662,kirana,0.6872,0.6342,0.79,0.5601,0.9731,31,46800.1,0.98,0,34400.77,0.1286,0.736,0
msme_001663,restaurant,0.7641,0.5847,0.8084,0.5484,0.7954,31,45136.25,3.46,1,0.0,0.3042,0.1905,0
msme_001664,kirana,0.8921,0.6512,0.3373,0.8954,0.9431,39,19948.04,0.1,1,22662.12,0.3864,0.031,0
msme_001665,kirana,0.7822,0.649,0.3146,0.7133,0.9429,32,41478.05,0.46,0,34257.42,0.196,0.0608,0
msme_001666,tailor,0.6645,0.8756,0.576,0.854,0.9417,36,10838.85,3.34,0,22917.97,0.2919,0.5083,0
msme_001667,mechanic,0.6231,0.7843,0.42,0.6183,0.9846,20,64235.99,5.76,0,44711.39,0.0225,0.0594,0
msme_001668,pharmacy,0.8598,0.7482,0.5786,0.7743,0.9689,25,60372.49,2.89,2,19824.56,0.1863,0.1334,0
msme_001669,restaurant,0.9086,0.6504,0.2367,0.3561,0.9588,35,74285.81,8.28,1,25905.54,0.1958,0.2377,0
msme_001670,pharmacy,0.8731,0.7649,0.5155,0.821,0.6506,36,15185.52,5.24,2,21479.73,0.3098,0.4072,0
msme_001671,kirana,0.7827,0.8053,0.4611,0.6418,0.8974,34,42648.11,6.96,0,10655.59,0.1903,0.3544,0
msme_001672,tailor,0.9263,0.5909,0.4363,0.5024,0.9866,20,40060.0,1.57,0,13408.65,0.2473,0.0203,0
msme_001673,salon,0.7658,0.9419,0.7304,0.553,0.8641,37,80889.71,0.7,1,7144.77,0.295,0.5105,0
msme_001674,kirana,0.8702,0.6885,0.5443,0.585,0.9905,32,58266.25,1.59,3,18022.05,0.1266,0.6461,0
msme_001675,pharmacy,0.8363,0.7129,0.4422,0.8304,0.9585,33,3485.18,5.77,2,23860.41,0.2098,0.692,0
msme_001676,kirana,0.5114,0.8529,0.4427,0.8125,0.8204,24,88520.59,10.94,0,20880.73,0.0597,0.3163,0
msme_001677,tailor,0.9216,0.7264,0.4158,0.6689,0.9236,38,57066.2,0.66,0,3525.45,0.2938,0.5101,0
msme_001678,pharmacy,0.8652,0.7964,0.5907,0.5389,0.6774,21,24758.55,8.44,1,16430.78,0.1274,0.0721,0
msme_001679,kirana,0.9729,0.8327,0.447,0.5622,0.9751,34,33347.29,1.83,0,27379.49,0.1752,0.4074,0
msme_001680,restaurant,0.8396,0.8094,0.7597,0.3344,0.9534,24,74634.28,7.98,1,17957.37,0.3115,0.4857,0
msme_001681,restaurant,0.5352,0.3943,0.2727,0.5387,0.9529,22,1000.0,4.49,1,44379.74,0.2742,0.2634,0
msme_001682,kirana,0.6889,0.7826,0.6825,0.4959,0.9912,30,48922.51,0.62,1,20600.19,0.1809,0.3374,0
msme_001683,mechanic,0.6828,0.6869,0.5883,0.7085,0.6511,33,49607.85,8.14,2,25580.33,0.2205,0.3561,0
msme_001684,restaurant,0.9101,0.8074,0.4301,0.8395,0.8267,27,49275.74,6.29,1,29188.24,0.3065,0.2136,0
msme_001685,mechanic,0.7702,0.8832,0.8465,0.7525,0.9557,24,45232.51,1.71,0,36568.15,0.1644,0.2908,0
msme_001686,kirana,0.8816,0.7603,0.5306,0.6241,0.7019,27,71239.13,28.28,2,21918.17,0.0389,0.1711,0
msme_001687,mechanic,0.807,0.5379,0.4392,0.6676,0.8776,24,57660.86,9.39,2,10880.05,0.3008,0.6295,0
msme_001688,tailor,0.849,0.6012,0.7689,0.5524,0.9763,30,34603.65,0.55,3,47704.35,0.1435,0.1172,0
msme_001689,pharmacy,0.8965,0.5072,0.5553,0.7888,0.9509,33,15087.02,0.9,3,14009.55,0.1416,0.2055,0
msme_001690,salon,0.7014,0.7953,0.6426,0.8337,0.488,33,53779.09,11.18,1,24533.05,0.2427,0.7638,0
msme_001691,tailor,0.7416,0.8469,0.6335,0.8903,0.8853,31,57029.24,18.11,1,19099.44,0.0557,0.2735,0
msme_001692,kirana,0.7615,0.5437,0.3384,0.6656,0.858,32,2497.65,1.76,0,31837.88,0.0676,0.116,0
msme_001693,tailor,0.7564,0.735,0.7998,0.5284,0.9148,37,56535.38,1.46,1,23602.01,0.3095,0.0722,0
msme_001694,kirana,0.861,0.6102,0.6094,0.5033,0.9354,20,68453.54,9.29,1,0.0,0.1093,0.3618,0
msme_001695,tailor,0.8382,0.5856,0.6184,0.2974,0.9935,43,49190.77,7.67,2,17588.28,0.1094,0.2517,0
msme_001696,pharmacy,0.9082,0.7239,0.7289,0.8022,0.7595,33,60898.46,4.82,2,17821.72,0.161,0.5116,0
msme_001697,restaurant,0.8903,0.7218,0.6032,0.7039,0.567,40,40383.25,12.47,1,46244.43,0.2175,0.1813,0
msme_001698,kirana,0.9709,0.4752,0.4432,0.4104,0.8254,34,47922.16,2.8,0,22986.21,0.1036,0.4914,0
msme_001699,mechanic,0.8822,0.7253,0.6083,0.5612,0.9851,36,30248.07,8.85,0,0.0,0.0125,0.1968,0
msme_001700,kirana,0.9818,0.531,0.7079,0.5478,0.9289,34,32692.23,2.53,1,6979.93,0.2054,0.2688,0
msme_001701,kirana,0.6934,0.6855,0.3004,0.8208,0.9952,20,48641.54,2.21,0,29165.52,0.2595,0.1997,0
msme_001702,restaurant,0.8798,0.5796,0.205,0.7782,0.9708,23,17415.83,11.13,1,34518.2,0.2273,0.539,0
msme_001703,tailor,0.8598,0.8844,0.8133,0.7184,0.8398,28,73151.77,1.81,0,7382.45,0.1667,0.1651,0
msme_001704,mechanic,0.7197,0.4543,0.637,0.8867,0.9275,26,78453.01,5.33,0,17334.83,0.2722,0.0931,0
msme_001705,pharmacy,0.9273,0.6044,0.4809,0.7878,0.996,25,12450.78,1.47,1,48168.68,0.3722,0.1285,0
msme_001706,salon,0.6646,0.8626,0.5889,0.6605,0.8258,20,1000.0,0.88,0,513.46,0.1574,0.2906,0
msme_001707,restaurant,0.9218,0.6535,0.4759,0.8404,0.9321,24,82015.38,2.08,1,2390.76,0.3201,0.3207,0
